data;cod;produto;preco;preco_lista;marca;disponivel;categoria;vendedor;url
2026-08-18;1412951;Sobremesa Láctea Fermentada Banana com Canela Zero Lactose Verde Campo Pote 200g 2 Unidades;13.49;13.49;VERDE CAMPO;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1638982/sobremesa-lactea-fermentada-banana-com-canela-zero-lactose-verde-campo-pote-200g-2-unidades
2026-08-18;1403418;Café em Cápsula Torrado e Moído Espresso Colômbia Nescafé Farmers Origins Caixa 79,2g 18 Unidades;39.99;39.99;NESCAFÉ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1631719/cafe-em-capsula-torrado-e-moido-espresso-colombia-nescafe-farmers-origins-caixa-79,2g-18-unidades
2026-08-18;1396400;Chococino em Cápsula KitKat Nescafé Dolce Gusto Caixa 170g 10 Unidades;29.99;29.99;Nescafé Dolce Gusto;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1628007/chococino-em-capsula-kitkat-nescafe-dolce-gusto-caixa-170g-10-unidades
2026-08-18;1376866;Kit Paella Congelado Qualita 400g;74.9;74.9;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1618434/kit-paella-congelado-qualita-400g
2026-08-18;5489213;Mini Combinado De Salmão 10 Peças (Aprox. 195g);29.9;29.9;Bandeiras;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/173930/mini-combinado-de-salmao-10-pecas-(aprox--195g)
2026-08-18;1166166;Sorvete Snickers Kibon 800ml;31.99;31.99;KIBON;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/423535/sorvete-snickers-kibon-800ml
2026-08-18;1130611;Lasanha Frango com Toque de Bacon Perdigão Pacote 600g;19.9;19.9;PERDIGÃO;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/391813/lasanha-frango-com-toque-de-bacon-perdigao-pacote-600g
2026-08-18;1407959;Espetinho de Panceta Swift 500g;22.9;22.9;SWIFT;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1635785/espetinho-de-panceta-swift-500g
2026-08-18;4810926;Dr. Oetker Flan Sabor Baunilha Pó para Preparo de Sobremesa Consistência Cremosa e Sabor Delicioso 30g;4.49;4.49;Dr.Oetker;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/202245/dr--oetker-flan-sabor-baunilha-po-para-preparo-de-sobremesa-consistencia-cremosa-e-sabor-delicioso-30g
2026-08-18;1359542;Salgadinho Doritos Pizza 78G;8.29;8.29;DORITOS;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1452978/salgadinho-doritos-pizza-78g
2026-08-18;0023962;Lasanha Bolonhesa 400G;27.96;27.96;Cheftime;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/108587/lasanha-bolonhesa-400g
2026-08-18;1408246;Pack Biscoito Cebola Caramelizada Club Social Pacote 141g 6 Unidades;7.79;7.79;CLUB SOCIAL;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1635996/pack-biscoito-cebola-caramelizada-club-social-pacote-141g-6-unidades
2026-08-18;1410903;Mistura para Risoto Cogumelos Porcini Riso Scotti Pacote 210g;31.99;31.99;Riso Scotti;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1638706/mistura-para-risoto-cogumelos-porcini-riso-scotti-pacote-210g
2026-08-18;1341359;Vinagre de Vinho Branco Qualitá Frasco 750ml;13.49;13.49;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1341701/vinagre-de-vinho-branco-qualita-frasco-750ml
2026-08-18;0169554;Short Rib Bassi Com Osso Congelada 750g;53.93;53.93;BASSI;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/308009/short-rib-bassi-com-osso-congelada-750g
2026-08-18;1222452;Queijo Camembert Tirolez 125g;29.9;29.9;TIROLEZ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/459465/queijo-camembert-tirolez-125g
2026-08-18;4193203;Escondidinho Frango Sadia Pacote 600g;32.9;32.9;SADIA;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/132839/escondidinho-frango-sadia-pacote-600g
2026-08-18;1328181;Caldo Em Pó SAZON Sabor Carne 32,5g;3.09;3.09;SAZON;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1059414/caldo-em-po-sazon-sabor-carne-32,5g
2026-08-18;1417619;Snack Caramelita Zaytas Protein 35g;13.99;13.99;Zaytas;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1644685/snack-caramelita-zaytas-protein-35g
2026-08-18;1352654;Café em Cápsula Peneirando Café 1957 3 Corações Portinari Caixa 80g 10 Unidades;23.99;23.99;3 CORAÇÕES;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1386621/cafe-em-capsula-peneirando-cafe-1957-3-coracoes-portinari-caixa-80g-10-unidades
2026-08-18;4431466;Ravióli Carne Mezzani Bandeja 400g;13.9;13.9;MEZZANI;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/124427/ravioli-carne-mezzani-bandeja-400g
2026-08-18;1415126;Mousse de Limão Swift 80g;10.49;10.49;SWIFT;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1641667/mousse-de-limao-swift-80g
2026-08-18;1138037;Damasco Seco Qualitá Pote 300g;59.9;59.9;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/397509/damasco-seco-qualita-pote-300g
2026-08-18;1418103;Barra Nuts Vegano Frut Vrm Pint 25g;5.29;5.29;Pinati;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1645423/barra-nuts-vegano-frut-vrm-pint-25g
2026-08-18;1398238;Palmito Pupunha em Conserva Inteiro Qualitá Vidro Peso liquido 550g Peso Drenado 270g;26.99;26.99;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1627940/palmito-pupunha-em-conserva-inteiro-qualita-vidro-peso-liquido-550g-peso-drenado-270g
2026-08-18;0250290;Macarrão de Sêmola com Ovos Espaguete 8 Renata Pacote 500g;6.29;6.29;RENATA;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/159771/macarrao-de-semola-com-ovos-espaguete-8-renata-pacote-500g
2026-08-18;1285134;Pão Bisnaguinha Original Bauducco Pacote 260g;7.79;7.79;BAUDUCCO;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/674014/pao-bisnaguinha-original-bauducco-pacote-260g
2026-08-18;1396489;Barra de Nuts Cacau Nutry Pacote 25g;5.29;5.29;NUTRY;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1628009/barra-de-nuts-cacau-nutry-pacote-25g
2026-08-18;1284391;Pão de Queijo Congelado Recheio Requeijão Qualitá Pacote 300g;22.99;22.99;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/682271/pao-de-queijo-congelado-recheio-requeijao-qualita-pacote-300g
2026-08-18;1156308;Ketchup Heinz 1,033kg;24.99;24.99;HEINZ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/415888/ketchup-heinz-1,033kg
2026-08-18;0255417;Massa para Minipizza Mezzani Pacote 400g;8.69;8.69;MEZZANI;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/99446/massa-para-minipizza-mezzani-pacote-400g
2026-08-18;1211982;Açaí com Guaraná e Granola Orgânico Original Sambazon Pote 200ml;14.99;14.99;SAMBAZON;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/459741/acai-com-guarana-e-granola-organico-original-sambazon-pote-200ml
2026-08-18;1150965;Chimichurri Qualitá Pacote 15g;10.49;10.49;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/411192/chimichurri-qualita-pacote-15g
2026-08-18;1419330;Chocolate Avelã Nestlé ChocoStick Pacote 26g;2.99;2.99;NESTLÉ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1646095/chocolate-avela-nestle-chocostick-pacote-26g
2026-08-18;4741152;Torrada com Azeite e Orégano CASA VICTORIANA 150g;15.9;15.9;Casseirissimo;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/74840/torrada-com-azeite-e-oregano-casa-victoriana-150g
2026-08-18;3522691;Empanado de Frango Queijo Perdigão Big Chicken Pacote 1kg;41.9;41.9;PERDIGÃO;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/219188/empanado-de-frango-queijo-perdigao-big-chicken-pacote-1kg
2026-08-18;1379094;Medalhão de File Mignon Swift 1kg;139.9;139.9;SWIFT;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1617269/medalhao-de-file-mignon-swift-1kg
2026-08-18;1023690;Ketchup Picante Heinz 397g;14.99;14.99;HEINZ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/280158/ketchup-picante-heinz-397g
2026-08-18;1417421;Iogurte Desnatado Batido Zero Lactose Vigor 1100g Embalagem Econômica;18.99;18.99;VIGOR;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1644501/iogurte-desnatado-batido-zero-lactose-vigor-1100g-embalagem-economica
2026-08-18;0232289;Pernil Suíno Sadia Assa Fácil 900g;26.91;26.91;SADIA;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/400360/pernil-suino-sadia-assa-facil-900g
2026-08-18;1367445;Cannelloni Recheio Presunto e Queijo Qualitá Pacote 400g;29.9;29.9;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1564740/cannelloni-recheio-presunto-e-queijo-qualita-pacote-400g
2026-08-18;3754986;Torrada Fiesta Natural 110g;15.99;15.99;FHOM;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/135984/torrada-fiesta-natural-110g
2026-08-18;1126135;Linguiça Toscana com Pimenta-Biquinho Perdigão na Brasa 600g;35.9;35.9;PERDIGÃO;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/382108/linguica-toscana-com-pimenta-biquinho-perdigao-na-brasa-600g
2026-08-18;1402884;Azeite de Oliva Extra Virgem Português Verde Rossio de Abrantes Master Blenders Vidro 500ml;74.99;74.99;Rossio de Abrantes;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1631303/azeite-de-oliva-extra-virgem-portugues-verde-rossio-de-abrantes-master-blenders-vidro-500ml
2026-08-18;1341385;Sorvete Cheesecake de Morango Los Los Pote 490ml;38.9;38.9;Los Los;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1307789/sorvete-cheesecake-de-morango-los-los-pote-490ml
2026-08-18;4219712;Feijão Branco em Conserva CAMIL Caixa 380g;9.49;9.49;CAMIL;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/46646/feijao-branco-em-conserva-camil-caixa-380g
2026-08-18;7233227;Macarrão Instantâneo Lámen Galinha Caipira Panco Pacote 85G;2.59;2.59;PANCO;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1637037/macarrao-instantaneo-lamen-galinha-caipira-panco-pacote-85g
2026-08-18;5677429;Queijo Fundido com Erva Fina POMERODE 90g;26.9;26.9;Pomerode;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/143794/queijo-fundido-com-erva-fina-pomerode-90g
2026-08-18;1415922;Camarão Rei Descascado Eviscerado Iqf 31/35 300g;66.9;66.9;Camarão Rei;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1645725/camarao-rei-descascado-eviscerado-iqf-31-35-300g
2026-08-18;1359196;Queijo Danbo Fracionado Cruzília A Lenda 140g;31.9;31.9;Cruzilia;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1446041/queijo-danbo-fracionado-cruzilia-a-lenda-140g
2026-08-18;1207694;Espetinho De Linguiça Apimentada SWIFT 500g;25.9;25.9;SWIFT;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/449553/espetinho-de-linguica-apimentada-swift-500g
2026-08-18;2186733;Sete Pimentas Zeenny Pacote 50g;25.99;25.99;ZEENNY;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/95927/sete-pimentas-zeenny-pacote-50g
2026-08-18;1418713;Bolo Chocolate P/ Air Fryer Dr Oetker 230g;6.99;6.99;DR. OETKER;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1645886/bolo-chocolate-p--air-fryer-dr-oetker-230g
2026-08-18;1361618;Adoçante em Pó Sucralose Splenda Caixa 40g 50 Unidades;18.99;18.99;Splenda;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1464716/adocante-em-po-sucralose-splenda-caixa-40g-50-unidades
2026-08-18;1140638;Sorvete Moça Morango, Beijinho e Brigadeiro Nestlé Pote 1,5l;29.99;29.99;NESTLÉ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/399943/sorvete-moca-morango,-beijinho-e-brigadeiro-nestle-pote-1,5l
2026-08-18;1189965;Tekitos Tradicional 1kg;31.9;31.9;SEARA;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/447274/tekitos-tradicional-1kg
2026-08-18;1328186;Caldo Pó Bacon Defumado Sazón Caixa 32,5g 5 Unidades;3.09;3.09;SAZON;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1052664/caldo-po-bacon-defumado-sazon-caixa-32,5g-5-unidades
2026-08-18;2355665;Orégano em Flocos CIA DAS ERVAS 5g;10.49;10.49;Companhia Das Ervas;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/125694/oregano-em-flocos-cia-das-ervas-5g
2026-08-18;0241465;Maminha Swift 1,5kg;104.85;104.85;SWIFT;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/419247/maminha-swift-1,5kg
2026-08-18;1069570;Grissini de Parmesão FLORIO 120g;14.9;14.9;Florio;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/175789/grissini-de-parmesao-florio-120g
2026-08-18;0310697;Panceta Suína Resfriada 700g;23.03;23.03;Bandeiras;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/475517/panceta-suina-resfriada-700g
2026-08-18;1365729;Geleia de Bacon Homemade Gourmet Vidro 160g;21.99;21.99;Homemade Alimentos;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1540186/geleia-de-bacon-homemade-gourmet-vidro-160g
2026-08-18;4492320;Farinha de Trigo Integral DONA BENTA à Vácuo 1kg;11.99;11.99;DONA BENTA;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/174195/farinha-de-trigo-integral-dona-benta-a-vacuo-1kg
2026-08-18;0011969;Kibe Assado 150g;11.09;11.09;Bandeiras;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/41772/kibe-assado-150g
2026-08-18;1245634;Couve-Flor Congelada Fresca Sadia VegeTal Pacote 1,05kg;34.9;34.9;SADIA;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/475528/couve-flor-congelada-fresca-sadia-vegetal-pacote-1,05kg
2026-08-18;1418377;Batata Frita Lisa Chips Peito de Peru Lay's Sensações Premium Pacote 125g;15.99;15.99;Lays;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1645854/batata-frita-lisa-chips-peito-de-peru-lays-sensacoes-premium-pacote-125g
2026-08-18;1415764;Queijo Coalho em Cubos Picante Quatá Pop Cheese 100g;12.9;12.9;;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1642324/queijo-coalho-em-cubos-picante-quata-pop-cheese-100g
2026-08-18;7656378;Pão Ciabatta Tradicional 150G;9.99;9.99;Genérico;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/450629/pao-ciabatta-tradicional-150g
2026-08-18;1413321;Maionese Queijo Sinistro Stranger Things Hellmann's Squeeze 335g;14.49;14.49;Hellmanns;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1639460/maionese-queijo-sinistro-stranger-things-hellmanns-squeeze-335g
2026-08-18;1353171;Iogurte Morango + Vitamina de Frutas Nestlé Bandeja 510g 6 Unidades;8.49;8.49;NESTLÉ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1433085/iogurte-morango-+-vitamina-de-frutas-nestle-bandeja-510g-6-unidades
2026-08-18;1141693;Ghee Douradíssimo Leviora Vidro 200g;33.9;33.9;Leviora;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/402982/ghee-douradissimo-leviora-vidro-200g
2026-08-18;0029629;Picanha Bovina A Vácuo Resfriada 1,6kg;151.84;151.84;Genérico;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/80812/picanha-bovina-a-vacuo-resfriada-1,6kg
2026-08-18;0358965;Temaki No Copo Skin 1 Unidade (Aprox. 270G);25.9;25.9;Bandeiras;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1118945/temaki-no-copo-skin-1-unidade-(aprox--270g)
2026-08-18;1366027;Barra Whey Grego Bar - 1 Unidade de 40g Dulce de Leche Havanna - Nutrata;6.79;6.79;Nutrata;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1238376/barra-whey-grego-bar---1-unidade-de-40g-dulce-de-leche-havanna---nutrata
2026-08-18;1370539;Crostata Lemon e Pepper Fattile Pacote 150g;12.9;12.9;FATTILE;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/291629/crostata-lemon-e-pepper-fattile-pacote-150g
2026-08-18;1144651;Café em Cápsula Torrado e Moído Descafeinado Orfeu Caixa 50g 10 Unidades;33.99;33.99;Orfeu;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/407459/cafe-em-capsula-torrado-e-moido-descafeinado-orfeu-caixa-50g-10-unidades
2026-08-18;1399157;Tomate Seco Speciále 100g;28.9;28.9;Speciale;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1631238/tomate-seco-speciale-100g
2026-08-18;1088888;Salada com Atum, Batata-Doce e Azeite Gomes da Costa Caixa 140g;14.99;14.99;GOMES DA COSTA;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/328298/salada-com-atum,-batata-doce-e-azeite-gomes-da-costa-caixa-140g
2026-08-18;4078586;Doce de Leite Viçosa Lata 400g;42.99;42.99;Viçosa;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/156293/doce-de-leite-vicosa-lata-400g
2026-08-18;0261647;Queijo Emmental Quatá Pedaço 250g;39.97;39.97;QUATÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/120121/queijo-emmental-quata-pedaco-250g
2026-08-18;1414534;Batata Palito Swift 1,5kg;29.9;29.9;;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1640816/batata-palito-swift-1,5kg
2026-08-18;1280296;Queijo Fundido Francês A Vaca Que Ri 120g;38.9;38.9;Calimp;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1624041/queijo-fundido-frances-a-vaca-que-ri-120g
2026-08-18;1161131;Cubos De Pernil Suíno SWIFT 500g;17.9;17.9;SWIFT;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/419328/cubos-de-pernil-suino-swift-500g
2026-08-18;1416538;Iogurte Integral Grego Natural Yorgus 500g;44.99;44.99;YORGUS;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1642947/iogurte-integral-grego-natural-yorgus-500g
2026-08-18;1270286;Pão Integral 12 Grãos Panutrir Pacote 500g;13.99;13.99;Panutrir;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1404450/pao-integral-12-graos-panutrir-pacote-500g
2026-08-18;1357082;Ameixa em Calda Oderich Lata 150g;17.49;17.49;ODERICH;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1241817/ameixa-em-calda-oderich-lata-150g
2026-08-18;1183151;Batata Pré Frita Swift 400g;10.79;10.79;SWIFT;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/445195/batata-pre-frita-swift-400g
2026-08-18;5489749;Sashimi De Salmão 16 Fatias (Aprox. 210g);45.9;45.9;Bandeiras;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/173602/sashimi-de-salmao-16-fatias-(aprox--210g)
2026-08-18;1393965;Tempero Baiano KITANO Pacote 40g;9.49;9.49;KITANO;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/67114/tempero-baiano-kitano-pacote-40g
2026-08-18;1416982;Achocolatado Pó Qualitá Pacote 350g;7.79;7.79;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1644003/achocolatado-po-qualita-pacote-350g
2026-08-18;1265847;Sal de Parrilla para Churrasco Aji-Sal Frasco 500g;36.99;36.99;AJI-SAL;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/602692/sal-de-parrilla-para-churrasco-aji-sal-frasco-500g
2026-08-18;1379905;Salgadinho de Batata e Trigo Long Chips Original Qualitá Exclusive Pacote 75g;10.49;10.49;QUALITÁ;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1618456/salgadinho-de-batata-e-trigo-long-chips-original-qualita-exclusive-pacote-75g
2026-08-18;1749953;Uva Niagara Bandeja 500G;16.9;16.9;Genérico;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/2314/uva-niagara-bandeja-500g
2026-08-18;0782920;Costela Especial Maiale Canastra Congelada 600G;41.94;41.94;Fabene;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1633578/costela-especial-maiale-canastra-congelada-600g
2026-08-18;1378193;Cream Cheese Catupiry Squeeze 250g;19.9;19.9;CATUPIRY;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/1614036/cream-cheese-catupiry-squeeze-250g
2026-08-18;1733402;Sonho de Baunilha Fabricação Própria 100g;6.3;6.3;Bandeiras;True;alimentos;Pão de Açúcar;https://www.paodeacucar.com/produto/110356/sonho-de-baunilha-fabricacao-propria-100g
